epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1176.72,1.09452,0.77633,2.12252,0.1665,0.32386,0.1322,0.06507,3.77878,8.73791,5.14689,0.000658824,0.000658824,0.000658824
2,2494.05,1.2159,0.84272,2.18889,0.34699,0.48106,0.35068,0.11247,4.28691,8.20158,6.99375,0.00131237,0.00131237,0.00131237
3,3831.53,1.28338,0.88443,2.218,0.93075,0.91645,0.97249,0.81852,1.35797,0.72901,2.22805,0.00195271,0.00195271,0.00195271
4,5068.12,1.34688,0.96488,2.26493,0.3556,0.34091,0.24877,0.05948,6.00001,5.60736,10.4996,0.0019406,0.0019406,0.0019406
5,6312.42,1.29127,0.92427,2.22662,0.94812,0.93561,0.98036,0.85461,1.10112,0.65539,2.11392,0.0019208,0.0019208,0.0019208
6,7571.02,1.27346,0.93023,2.22074,0.91223,0.90152,0.96654,0.82071,1.20611,0.80389,2.19771,0.001901,0.001901,0.001901
7,8886.53,1.30307,0.93737,2.22793,0.28353,0.19129,0.12447,0.02846,7.06027,7.73612,11.4892,0.0018812,0.0018812,0.0018812
8,10220.3,1.30548,0.9451,2.23627,0.94665,0.93371,0.98027,0.86716,1.04064,0.62796,2.05948,0.0018614,0.0018614,0.0018614
9,11580.7,1.31931,0.92844,2.24239,0.93256,0.93561,0.97511,0.84697,1.10037,0.65589,2.13523,0.0018416,0.0018416,0.0018416
10,12875.6,1.243,0.8856,2.2014,0.9444,0.933,0.98193,0.83618,1.157,0.67892,2.16382,0.0018218,0.0018218,0.0018218
11,14175.6,1.26467,0.85614,2.20303,0.96531,0.96023,0.98649,0.85812,1.09584,0.57264,2.1444,0.001802,0.001802,0.001802
12,15474,1.22547,0.87506,2.19983,0.26836,0.14394,0.08042,0.01736,8.22157,7.78263,12.7136,0.0017822,0.0017822,0.0017822
13,16766.5,1.2228,0.84718,2.18231,0.27572,0.13636,0.06356,0.01434,8.46536,8.30128,14.3295,0.0017624,0.0017624,0.0017624
14,18068.9,1.22053,0.86089,2.18205,0.87839,0.85227,0.94089,0.75264,1.50855,1.31799,2.48518,0.0017426,0.0017426,0.0017426
15,19365.2,1.2364,0.85869,2.19,0.95331,0.96591,0.98823,0.87286,1.0726,0.52654,2.06066,0.0017228,0.0017228,0.0017228
16,20664.7,1.21234,0.8326,2.17491,0.97712,0.97159,0.99055,0.87175,1.08339,0.53268,2.14063,0.001703,0.001703,0.001703
17,21977,1.21465,0.84518,2.18998,0.28571,0.03788,0.15989,0.06118,5.77468,12.9256,7.29903,0.0016832,0.0016832,0.0016832
18,23283.9,1.231,0.82097,2.18954,0.96103,0.98083,0.98984,0.8868,1.01979,0.51856,2.08492,0.0016634,0.0016634,0.0016634
19,24600.3,1.17898,0.82365,2.1653,0.97136,0.93371,0.98217,0.8547,1.16141,0.65966,2.13614,0.0016436,0.0016436,0.0016436
20,25924.5,1.18712,0.82092,2.15199,0.88599,0.86838,0.94507,0.79455,1.31735,1.39698,2.3371,0.0016238,0.0016238,0.0016238
21,27228.4,1.17597,0.80861,2.1446,0.26746,0.13068,0.06927,0.01507,8.60155,7.94325,14.6097,0.001604,0.001604,0.001604
22,28537.3,1.16123,0.77503,2.14052,0.92792,0.95083,0.97447,0.83715,1.20844,0.69152,2.17818,0.0015842,0.0015842,0.0015842
23,29844.7,1.18249,0.81815,2.16006,0.24898,0.12311,0.06934,0.01393,9.1482,7.94574,17.1024,0.0015644,0.0015644,0.0015644
24,31144.4,1.16419,0.79539,2.14451,0.26813,0.13258,0.06645,0.01392,8.88005,7.44881,16.3432,0.0015446,0.0015446,0.0015446
25,32440.4,1.15309,0.78882,2.14366,0.98069,0.96202,0.99201,0.87272,1.00267,0.51357,2.02693,0.0015248,0.0015248,0.0015248
26,33736.9,1.14923,0.79112,2.14558,0.41492,0.79356,0.64843,0.33307,3.71416,4.74325,4.92007,0.001505,0.001505,0.001505
27,34998.5,1.16626,0.79286,2.15922,0.7638,0.61742,0.77816,0.56187,2.14516,2.92095,3.0664,0.0014852,0.0014852,0.0014852
28,36224.5,1.15799,0.74867,2.13681,0.24188,0.12121,0.07631,0.01619,7.14579,9.06883,12.2043,0.0014654,0.0014654,0.0014654
29,37438.9,1.11957,0.74448,2.13309,0.81287,0.75189,0.88188,0.64574,2.0467,2.1194,3.02707,0.0014456,0.0014456,0.0014456
30,38691.9,1.14424,0.78406,2.14589,0.77225,0.67614,0.77208,0.58324,1.72926,2.23243,2.67901,0.0014258,0.0014258,0.0014258
31,39931.3,1.12687,0.7483,2.13903,0.97677,0.96212,0.99262,0.89643,0.97509,0.48923,2.01347,0.001406,0.001406,0.001406
32,41163.2,1.16197,0.75414,2.13633,0.28889,0.07386,0.16304,0.09301,4.73118,11.0991,6.19682,0.0013862,0.0013862,0.0013862
33,42390.4,1.12246,0.77517,2.12671,0.98813,0.94587,0.98962,0.90453,0.92815,0.48589,1.99701,0.0013664,0.0013664,0.0013664
34,43622.7,1.11535,0.73886,2.11915,0.78634,0.52273,0.7451,0.36473,3.4975,3.88231,4.89829,0.0013466,0.0013466,0.0013466
35,44856,1.13713,0.75495,2.11788,0.31646,0.0947,0.19151,0.10237,4.8087,11.8921,6.21787,0.0013268,0.0013268,0.0013268
36,46049.2,1.10052,0.71583,2.1014,0.96237,0.98295,0.98821,0.89166,0.9943,0.49974,2.05206,0.001307,0.001307,0.001307
37,47247.2,1.11337,0.73436,2.12533,0.97498,0.95937,0.98689,0.85636,1.15381,0.59671,2.12154,0.0012872,0.0012872,0.0012872
38,48495.6,1.12039,0.73386,2.10382,0.24622,0.12311,0.07336,0.01419,6.96976,8.58439,13.5592,0.0012674,0.0012674,0.0012674
39,49790.8,1.09576,0.74679,2.09651,0.96242,0.97003,0.9879,0.8716,1.0911,0.60756,2.09892,0.0012476,0.0012476,0.0012476
40,50990.7,1.09565,0.71327,2.11143,0.96731,0.97159,0.98975,0.89388,1.00085,0.52686,2.0202,0.0012278,0.0012278,0.0012278
41,52245.1,1.07756,0.70009,2.0917,0.51529,0.63826,0.58983,0.37973,3.13221,6.37478,4.36444,0.001208,0.001208,0.001208
42,53472.3,1.08367,0.70059,2.10127,0.97525,0.97022,0.99218,0.90226,0.92541,0.47205,1.97787,0.0011882,0.0011882,0.0011882
43,54689.2,1.05536,0.69884,2.08279,0.97525,0.97022,0.99218,0.90226,6.80647,13.6877,7.90162,0.0011684,0.0011684,0.0011684
44,55873.3,1.09569,0.71809,2.08683,0.32168,0.20455,0.19277,0.05196,6.42539,9.57535,7.71564,0.0011486,0.0011486,0.0011486
45,57064.2,1.07364,0.70733,2.10226,0.97139,0.98485,0.99102,0.89905,0.95297,0.45357,2.00024,0.0011288,0.0011288,0.0011288
46,58251.3,1.0695,0.69529,2.08228,0.89983,0.61248,0.86741,0.6391,2.0968,3.27661,3.10431,0.001109,0.001109,0.001109
47,59432,1.07494,0.70211,2.08556,0.97719,0.97384,0.98881,0.89921,0.94588,0.48451,1.98967,0.0010892,0.0010892,0.0010892
48,60619.1,1.07959,0.71031,2.08703,0.96442,0.97538,0.99017,0.90875,0.92165,0.45633,1.97287,0.0010694,0.0010694,0.0010694
49,61805.9,1.07648,0.69183,2.09101,0.37559,0.30303,0.32949,0.14753,5.03565,9.90946,6.00512,0.0010496,0.0010496,0.0010496
