epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,471.426,1.28486,1.31076,1.76215,0.19799,0.23936,0.10101,0.02358,2.93914,3.42628,4.26538,0.000653846,0.000653846,0.000653846
2,941.954,1.24638,1.13731,1.69743,0.86578,0.89206,0.94953,0.67653,1.0485,0.88347,1.53087,0.00129872,0.00129872,0.00129872
3,1431.94,1.21395,1.06614,1.678,0.91126,0.92863,0.96084,0.64055,1.11079,0.99634,1.63708,0.0019216,0.0019216,0.0019216
4,1894.69,1.20727,1.07328,1.65041,0.57291,0.18553,0.35356,0.14391,2.2947,3.04123,2.65427,0.001901,0.001901,0.001901
5,2353.12,1.14148,1.00138,1.60072,0.47331,0.29787,0.39172,0.10487,2.47579,3.16839,3.65329,0.001868,0.001868,0.001868
6,2813.82,1.10396,0.97862,1.5418,0.91107,0.87186,0.94953,0.7367,0.87759,0.69403,1.39501,0.001835,0.001835,0.001835
7,3269.42,1.08664,0.94506,1.51856,0.86401,0.89894,0.94644,0.67795,1.01581,0.78783,1.48237,0.001802,0.001802,0.001802
8,3724.8,1.08356,0.91938,1.51443,0.19005,0.25213,0.08448,0.01906,2.92345,3.79164,4.21261,0.001769,0.001769,0.001769
9,4181.29,1.00905,0.87288,1.45177,0.95333,0.94149,0.96791,0.7459,0.81348,0.76984,1.30349,0.001736,0.001736,0.001736
10,4633.29,1.02291,0.85971,1.45176,0.87122,0.79165,0.90946,0.5185,1.44212,1.0488,1.82256,0.001703,0.001703,0.001703
11,5084.39,0.99116,0.83355,1.42337,0.92418,0.90771,0.95467,0.73278,0.8598,0.65512,1.36166,0.00167,0.00167,0.00167
12,5539.08,0.96643,0.81058,1.39817,0.20023,0.21277,0.08142,0.01841,3.27018,3.65601,4.17105,0.001637,0.001637,0.001637
13,5991.89,0.92973,0.77766,1.37417,0.17226,0.19681,0.07563,0.01719,3.3458,4.03175,5.13215,0.001604,0.001604,0.001604
14,6445,0.96163,0.8023,1.39848,0.48379,0.63298,0.5807,0.31747,1.67616,1.6154,2.26538,0.001571,0.001571,0.001571
15,6900.28,0.93527,0.77354,1.36791,0.92864,0.96915,0.98795,0.79934,0.77462,0.57616,1.21933,0.001538,0.001538,0.001538
16,7355.84,0.9202,0.744,1.35795,0.94272,0.98936,0.98137,0.81605,0.73351,0.50839,1.19923,0.001505,0.001505,0.001505
17,7809.18,0.91084,0.72557,1.33649,0.96825,0.97341,0.99251,0.84854,0.6456,0.4683,1.10233,0.001472,0.001472,0.001472
18,8263.25,0.89648,0.72903,1.32653,0.98882,0.94088,0.99223,0.84574,0.6558,0.45564,1.11048,0.001439,0.001439,0.001439
19,8719.33,0.88428,0.71628,1.32961,0.96808,0.96779,0.99178,0.82514,0.67515,0.49152,1.15873,0.001406,0.001406,0.001406
20,9172.33,0.8886,0.70763,1.32619,0.98919,0.97384,0.99355,0.83668,0.63354,0.43273,1.12025,0.001373,0.001373,0.001373
21,9628.65,0.84503,0.67071,1.29033,0.98947,0.99992,0.99489,0.85422,0.62909,0.39993,1.10378,0.00134,0.00134,0.00134
22,10082.1,0.86676,0.68678,1.30251,0.12762,0.3883,0.11763,0.02312,3.30117,4.29758,3.8663,0.001307,0.001307,0.001307
23,10534.2,0.84125,0.67677,1.28945,0.36323,0.31383,0.28869,0.08972,2.66781,2.73134,2.99031,0.001274,0.001274,0.001274
24,10989.5,0.83977,0.65471,1.28954,0.99775,0.96277,0.99305,0.83289,0.65175,0.4176,1.12185,0.001241,0.001241,0.001241
25,11441.1,0.81906,0.6261,1.28246,0.19735,0.17021,0.16509,0.03811,2.77138,3.66374,3.72985,0.001208,0.001208,0.001208
26,11894.3,0.82655,0.63627,1.27677,0.99141,0.98404,0.99444,0.85858,0.62413,0.40532,1.08364,0.001175,0.001175,0.001175
27,12345.6,0.83051,0.62316,1.27197,0.97799,0.94556,0.98941,0.8054,0.70139,0.50593,1.1566,0.001142,0.001142,0.001142
28,12797.9,0.8148,0.6244,1.25707,0.97368,0.98393,0.99044,0.8396,0.62254,0.43286,1.08371,0.001109,0.001109,0.001109
29,13249.7,0.80719,0.62761,1.26161,0.9842,0.99421,0.99447,0.85363,0.57855,0.38199,1.0501,0.001076,0.001076,0.001076
30,13700.6,0.79994,0.61634,1.26401,0.91256,0.83271,0.93899,0.70671,0.91241,1.15072,1.41558,0.001043,0.001043,0.001043
31,14152.6,0.79386,0.59879,1.25122,0.28704,0.1383,0.07966,0.01762,3.66747,4.13917,4.84259,0.00101,0.00101,0.00101
32,14605.2,0.79523,0.61019,1.25087,0.625,0.05319,0.34417,0.14124,2.69479,5.0484,4.05373,0.000977,0.000977,0.000977
33,15055.1,0.79023,0.59578,1.24581,0.99464,0.98777,0.99479,0.85164,0.62914,0.38458,1.09256,0.000944,0.000944,0.000944
34,15506.7,0.7947,0.58674,1.24352,0.98842,0.99468,0.99479,0.85967,0.59831,0.34507,1.04551,0.000911,0.000911,0.000911
35,15956.6,0.77181,0.56819,1.23549,0.19088,0.09043,0.06637,0.01602,3.9104,4.47602,4.92529,0.000878,0.000878,0.000878
36,16401.1,0.77635,0.5716,1.23569,0.87444,0.83511,0.92199,0.53611,1.51931,1.18245,1.98986,0.000845,0.000845,0.000845
37,16849.7,0.74414,0.54344,1.21255,0.434,0.30851,0.29719,0.08533,2.71261,3.41228,3.29471,0.000812,0.000812,0.000812
38,17301.1,0.74439,0.54677,1.20354,0.9836,1,0.99474,0.87982,0.55903,0.33113,1.02064,0.000779,0.000779,0.000779
39,17756.5,0.76819,0.56077,1.22274,0.99469,0.99694,0.995,0.87707,0.573,0.33946,1.04042,0.000746,0.000746,0.000746
40,18206.4,0.74723,0.55701,1.20942,0.27339,0.21809,0.16704,0.04039,3.05454,3.70093,3.52115,0.000713,0.000713,0.000713
41,18656.6,0.74108,0.54448,1.21028,0.9937,1,0.995,0.88474,0.55727,0.32578,1.01944,0.00068,0.00068,0.00068
42,19109.8,0.73335,0.53533,1.19915,0.21741,0.17021,0.12351,0.0285,3.47226,3.44348,5.48047,0.000647,0.000647,0.000647
43,19561,0.73021,0.52149,1.19778,0.9947,0.99851,0.995,0.85998,0.60896,0.33001,1.0576,0.000614,0.000614,0.000614
44,20012.6,0.72548,0.5348,1.18822,0.92293,0.95542,0.98043,0.76087,0.88767,0.59542,1.30879,0.000581,0.000581,0.000581
45,20464.8,0.71965,0.52498,1.19037,0.9983,1,0.995,0.88596,0.53707,0.31208,1.00774,0.000548,0.000548,0.000548
46,20914.7,0.71277,0.50921,1.18084,0.99063,0.99468,0.99495,0.87815,0.55192,0.32386,1.01813,0.000515,0.000515,0.000515
47,21362.6,0.70846,0.49785,1.18025,0.99851,1,0.995,0.8889,0.53735,0.31021,1.00921,0.000482,0.000482,0.000482
48,21811.1,0.70344,0.49416,1.18452,1,0.99831,0.995,0.88108,0.55311,0.33054,1.01991,0.000449,0.000449,0.000449
49,22263.6,0.68806,0.49009,1.16984,0.99986,1,0.995,0.89052,0.53076,0.2949,0.99975,0.000416,0.000416,0.000416
50,22712.5,0.69422,0.50052,1.17716,0.10878,0.31915,0.08597,0.01898,3.55812,4.07948,5.22955,0.000383,0.000383,0.000383
51,23158.3,0.5834,0.39096,1.0911,0.99921,1,0.995,0.88509,0.53679,0.31812,0.99741,0.00035,0.00035,0.00035
52,23607.1,0.56171,0.34205,1.07603,0.99793,1,0.995,0.88956,0.52995,0.299,0.99501,0.000317,0.000317,0.000317
53,24056,0.54694,0.33536,1.06387,0.98916,0.94149,0.99158,0.81855,0.70173,0.49888,1.15676,0.000284,0.000284,0.000284
54,24505.8,0.54886,0.32987,1.05678,0.99914,1,0.995,0.89524,0.52846,0.28821,0.99503,0.000251,0.000251,0.000251
55,24953.7,0.54995,0.33122,1.05863,0.99863,0.99468,0.995,0.8903,0.5298,0.28758,0.98628,0.000218,0.000218,0.000218
56,25398.5,0.52984,0.32184,1.05042,0.99661,0.99468,0.995,0.89609,0.51345,0.28079,0.97884,0.000185,0.000185,0.000185
57,25841.8,0.53129,0.31717,1.04785,0.99967,1,0.995,0.89479,0.52366,0.28316,0.98146,0.000152,0.000152,0.000152
58,26289.1,0.52708,0.31188,1.04268,0.9997,1,0.995,0.89683,0.52233,0.2745,0.98581,0.000119,0.000119,0.000119
59,26735,0.51746,0.30879,1.03845,0.99957,1,0.995,0.90808,0.5054,0.2683,0.97327,8.6e-05,8.6e-05,8.6e-05
60,27180.5,0.51739,0.30436,1.02572,0.99955,1,0.995,0.90607,0.50486,0.26458,0.97098,5.3e-05,5.3e-05,5.3e-05
