epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,303.052,1.96518,2.72508,1.60308,0.00017,0.04306,9e-05,2e-05,4.30663,414634,5806.73,0.000654321,0.000654321,0.000654321
2,595.168,1.81374,1.92708,1.50958,0.00297,0.60526,0.00254,0.00069,3.4146,351334,465.547,0.00131772,0.00131772,0.00131772
3,894.563,1.70891,1.71369,1.41698,0.00012,0.01914,6e-05,1e-05,5.41199,45827,408.326,0.00197782,0.00197782,0.00197782
4,1204.22,1.62576,1.6496,1.3691,0.04747,0.09091,0.00925,0.0019,3.97841,16.4857,5.86667,0.00198515,0.00198515,0.00198515
5,1548.52,1.55101,1.62461,1.34702,0.0023,0.017,0.0011,0.00026,4.30822,82.0661,10.5308,0.0019802,0.0019802,0.0019802
6,1899.22,1.54648,1.55373,1.31964,0.00049,0.00239,0.00012,2e-05,5.29544,6.5579,3.93372,0.00197525,0.00197525,0.00197525
7,2249.36,1.44785,1.52293,1.26994,0.57537,0.67225,0.62982,0.29113,1.63461,2.00634,1.56075,0.0019703,0.0019703,0.0019703
8,2586.82,1.42052,1.42144,1.25084,0.47042,0.39101,0.29745,0.1549,1.68378,1.70177,1.94165,0.00196535,0.00196535,0.00196535
9,2904.3,1.38739,1.36182,1.22399,0.52204,0.76559,0.64068,0.35148,1.58429,1.23478,1.32411,0.0019604,0.0019604,0.0019604
10,3213.35,1.37748,1.37461,1.22332,0.7047,0.81069,0.79676,0.39897,1.61562,1.19465,1.49317,0.00195545,0.00195545,0.00195545
11,3513.52,1.38556,1.38092,1.21368,0.74203,0.79137,0.82206,0.46187,1.46069,1.23404,1.22777,0.0019505,0.0019505,0.0019505
12,3815.27,1.35313,1.35396,1.22201,0.67124,0.76689,0.76964,0.42081,1.56021,1.34159,1.44794,0.00194555,0.00194555,0.00194555
13,4119.39,1.33665,1.34703,1.1965,0.37786,0.36603,0.27147,0.09568,2.78222,2.09069,3.10236,0.0019406,0.0019406,0.0019406
14,4422.49,1.33451,1.30535,1.1801,0.61097,0.66746,0.64652,0.37289,1.48827,1.65428,1.47897,0.00193565,0.00193565,0.00193565
15,4717.3,1.34009,1.29709,1.19374,0.23858,0.28708,0.22784,0.10041,2.46391,2.66375,2.44536,0.0019307,0.0019307,0.0019307
16,5004.31,1.29691,1.23657,1.17939,0.66315,0.73445,0.76662,0.4361,1.50954,1.37472,1.47966,0.00192575,0.00192575,0.00192575
17,5302.62,1.2874,1.27441,1.15762,0.85756,0.83014,0.90899,0.57998,1.18636,1.07441,1.14358,0.0019208,0.0019208,0.0019208
18,5608.54,1.28984,1.2292,1.18139,0.77936,0.8535,0.88865,0.54216,1.24857,1.03751,1.14228,0.00191585,0.00191585,0.00191585
19,5906.18,1.29764,1.19602,1.18069,0.48664,0.43541,0.3573,0.1471,2.25863,2.63627,1.82727,0.0019109,0.0019109,0.0019109
20,6210.93,1.29732,1.21422,1.17326,0.75429,0.77273,0.8208,0.50132,1.3215,1.3025,1.28423,0.00190595,0.00190595,0.00190595
21,6512.17,1.31461,1.13684,1.18249,0.8134,0.88643,0.90125,0.58529,1.22765,0.96646,1.13059,0.001901,0.001901,0.001901
22,6817.88,1.29906,1.16685,1.16491,0.71633,0.79665,0.82298,0.49986,1.34824,1.13858,1.19501,0.00189605,0.00189605,0.00189605
23,7118.61,1.2816,1.19906,1.17922,0.87161,0.90952,0.95308,0.54683,1.34036,1.00407,1.18411,0.0018911,0.0018911,0.0018911
24,7470.36,1.33033,1.18708,1.18868,0.13545,0.13158,0.03757,0.01093,2.79457,2.93751,3.28217,0.00188615,0.00188615,0.00188615
25,7772.81,1.24847,1.13135,1.15428,0.73719,0.7177,0.7721,0.42305,1.61146,1.2778,1.292,0.0018812,0.0018812,0.0018812
26,8067.09,1.26436,1.15868,1.1469,0.84919,0.86213,0.9216,0.57795,1.2218,0.96799,1.14579,0.00187625,0.00187625,0.00187625
27,8356.83,1.26439,1.08326,1.14491,0.87608,0.9067,0.9461,0.60636,1.20252,0.95262,1.12899,0.0018713,0.0018713,0.0018713
28,8664.01,1.29233,1.13681,1.16612,0.73252,0.89952,0.87125,0.53307,1.23414,1.08158,1.15816,0.00186635,0.00186635,0.00186635
29,8969.8,1.26649,1.11974,1.14526,0.75926,0.7823,0.83963,0.48773,1.45861,1.46641,1.21996,0.0018614,0.0018614,0.0018614
30,9259.8,1.21017,1.10293,1.10383,0.85589,0.90931,0.92518,0.60794,1.20253,0.8997,1.1312,0.00185645,0.00185645,0.00185645
31,9569.97,1.26487,1.09166,1.1256,0.92168,0.92912,0.97077,0.61203,1.22658,1.0345,1.10407,0.0018515,0.0018515,0.0018515
32,9869.54,1.21667,1.01607,1.13197,0.89369,0.90497,0.96016,0.61673,1.21743,0.90725,1.10828,0.00184655,0.00184655,0.00184655
33,10171,1.24898,1.07485,1.12468,0.84049,0.80383,0.89359,0.59815,1.24493,1.10397,1.25629,0.0018416,0.0018416,0.0018416
34,10483.8,1.22907,1.07339,1.12733,0.82762,0.84994,0.89701,0.5673,1.27041,0.99548,1.14902,0.00183665,0.00183665,0.00183665
35,10779.5,1.1971,1.0196,1.11694,0.84592,0.93541,0.94485,0.63668,1.10262,0.92342,1.09998,0.0018317,0.0018317,0.0018317
36,11075.6,1.19724,1.01865,1.13015,0.87924,0.92344,0.95281,0.64152,1.15161,0.85484,1.12468,0.00182675,0.00182675,0.00182675
37,11364.2,1.21782,1.04172,1.11054,0.72375,0.72967,0.77402,0.47438,1.36096,1.57446,1.41657,0.0018218,0.0018218,0.0018218
38,11664.6,1.16217,0.96542,1.09343,0.12565,0.33014,0.08451,0.02127,2.98923,4.34515,3.33053,0.00181685,0.00181685,0.00181685
39,11957.2,1.17863,1.01111,1.11342,0.79809,0.82536,0.8954,0.59629,1.16896,0.96608,1.15099,0.0018119,0.0018119,0.0018119
40,12257.5,1.1852,0.99414,1.11445,0.84608,0.95455,0.94108,0.64642,1.0744,0.8478,1.04054,0.00180695,0.00180695,0.00180695
41,12586.7,1.18874,1.00562,1.11051,0.71661,0.68421,0.72231,0.38636,1.59929,1.41265,1.69458,0.001802,0.001802,0.001802
42,12895.5,1.18846,1.01128,1.09849,0.92387,0.9,0.96063,0.64438,1.10121,0.79571,1.0443,0.00179705,0.00179705,0.00179705
43,13201.4,1.17243,0.98354,1.11349,0.47663,0.83971,0.48253,0.32069,1.0505,1.12318,1.06266,0.0017921,0.0017921,0.0017921
44,13535.8,1.19359,1.00623,1.10623,0.54735,0.49756,0.46736,0.17711,2.54142,1.89912,2.93721,0.00178715,0.00178715,0.00178715
45,13858.2,1.14155,0.97062,1.09344,0.86596,0.86548,0.93251,0.60122,1.15953,0.88414,1.02377,0.0017822,0.0017822,0.0017822
46,14187.8,1.17379,0.98801,1.07969,0.89007,0.92105,0.95923,0.65125,1.07594,0.86629,1.04091,0.00177725,0.00177725,0.00177725
47,14504.7,1.16214,0.96575,1.09248,0.90015,0.94891,0.94613,0.64809,1.07524,0.8127,1.0367,0.0017723,0.0017723,0.0017723
48,14824.1,1.16469,0.93521,1.08914,0.93338,0.97368,0.97793,0.66504,1.08206,0.74519,1.04894,0.00176735,0.00176735,0.00176735
49,15137.3,1.16022,0.96834,1.10849,0.90816,0.93541,0.97009,0.62219,1.21693,0.82017,1.08653,0.0017624,0.0017624,0.0017624
50,15452.4,1.16671,0.9398,1.10514,0.92474,0.94068,0.97491,0.67937,1.11319,0.73192,1.06781,0.00175745,0.00175745,0.00175745
51,15778,1.1419,0.9443,1.08725,0.84658,0.89769,0.92613,0.60239,1.16013,0.89785,1.11631,0.0017525,0.0017525,0.0017525
52,16098.8,1.1633,0.92635,1.08774,0.65921,0.49522,0.53477,0.24956,1.9709,2.37392,2.24519,0.00174755,0.00174755,0.00174755
53,16410.2,1.11987,0.9219,1.08308,0.85627,0.93541,0.93666,0.6568,1.05526,0.79682,1.04134,0.0017426,0.0017426,0.0017426
54,16711.9,1.15001,0.91811,1.09497,0.67744,0.69139,0.73314,0.39571,1.63018,1.31663,1.69153,0.00173765,0.00173765,0.00173765
55,17032.8,1.14741,0.91179,1.08405,0.78425,0.81744,0.86945,0.61257,1.11556,1.03268,1.16314,0.0017327,0.0017327,0.0017327
56,17347.9,1.14102,0.90497,1.10148,0.929,0.96411,0.97437,0.70187,1.03553,0.74524,1.02471,0.00172775,0.00172775,0.00172775
57,17651.9,1.13945,0.88676,1.10213,0.66083,0.5622,0.58924,0.24028,2.38708,1.87168,2.45593,0.0017228,0.0017228,0.0017228
