epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,65.9935,1.08401,2.74515,1.49261,0.38664,0.65712,0.48094,0.28818,1.45737,5.12359,2.24714,0.00053979,0.00053979,0.00053979
2,133.116,0.88682,1.19092,1.3191,0.50007,0.02273,3e-05,1e-05,5.06659,2435.64,38.2355,0.00109275,0.00109275,0.00109275
3,204.214,0.8755,1.03193,1.28849,0.68381,0.31818,0.1827,0.05952,2.31154,6.08355,6.88806,0.00164295,0.00164295,0.00164295
4,269.556,0.8974,0.90235,1.29252,0.4959,0.63409,0.54428,0.33036,1.17563,3.20797,2.18503,0.00165462,0.00165462,0.00165462
5,319.832,0.83739,0.87645,1.27362,0.65738,0.61606,0.60219,0.34625,1.20363,1.8335,2.13956,0.0016505,0.0016505,0.0016505
6,376.432,0.76534,0.82281,1.2219,0.55109,0.68406,0.6004,0.3617,1.22265,1.72834,1.9844,0.00164637,0.00164637,0.00164637
7,428.083,0.73806,0.72899,1.17751,0.33436,0.5553,0.37212,0.08823,3.26812,1.87017,6.86643,0.00164225,0.00164225,0.00164225
8,479.809,0.72034,0.75126,1.16972,0.81582,0.74587,0.85294,0.54752,1.17788,1.09064,1.80439,0.00163812,0.00163812,0.00163812
9,531.977,0.72611,0.72899,1.18466,0.83122,0.8999,0.93253,0.75246,0.74678,1.13175,1.31983,0.00163399,0.00163399,0.00163399
10,584.969,0.67382,0.65016,1.14079,0.81876,0.86758,0.91538,0.68405,0.9057,0.81932,1.498,0.00162987,0.00162987,0.00162987
11,637.511,0.62809,0.64504,1.12643,0.64273,0.54502,0.60565,0.30825,1.98849,1.92217,3.15347,0.00162574,0.00162574,0.00162574
12,688.999,0.64423,0.65291,1.1295,0.51367,0.67269,0.56427,0.16628,3.02092,1.3974,7.34576,0.00162162,0.00162162,0.00162162
13,741.966,0.69643,0.67199,1.14991,0.72872,0.68076,0.79302,0.30928,2.08961,1.33,3.37781,0.00161749,0.00161749,0.00161749
14,792.604,0.69047,0.66027,1.158,0.95607,0.91318,0.96571,0.84841,0.49329,0.54801,1.07946,0.00161336,0.00161336,0.00161336
15,844.23,0.62061,0.5978,1.10583,0.84307,0.74339,0.87579,0.38098,1.92237,1.16422,3.5316,0.00160924,0.00160924,0.00160924
16,896.868,0.5959,0.59765,1.08959,0.93441,0.92434,0.97728,0.83045,0.6112,0.53609,1.18876,0.00160511,0.00160511,0.00160511
17,949.869,0.61207,0.59868,1.1196,0.68519,0.67865,0.70604,0.45003,1.43904,1.55936,2.01908,0.00160099,0.00160099,0.00160099
18,1001.86,0.63649,0.60802,1.12668,0.98172,0.9347,0.98493,0.81178,0.72041,0.52688,1.25219,0.00159686,0.00159686,0.00159686
19,1054.73,0.6228,0.63659,1.11502,0.87949,0.86577,0.9475,0.73665,0.72832,0.75874,1.32175,0.00159274,0.00159274,0.00159274
20,1108.95,0.61764,0.54889,1.11217,0.87003,0.85101,0.93124,0.81488,0.56025,0.67202,1.13383,0.00158861,0.00158861,0.00158861
21,1161.67,0.60421,0.56245,1.09667,0.94632,0.93523,0.98247,0.87722,0.45908,0.42057,1.04257,0.00158448,0.00158448,0.00158448
22,1214.6,0.58401,0.5698,1.08408,0.77176,0.84856,0.87116,0.70716,0.66475,0.88624,1.23207,0.00158036,0.00158036,0.00158036
23,1267.09,0.56944,0.55146,1.08233,0.89733,0.94546,0.98338,0.87804,0.5164,0.47739,1.10314,0.00157623,0.00157623,0.00157623
24,1320.62,0.56773,0.51982,1.09006,0.88769,0.94056,0.97405,0.86804,0.48631,0.44429,1.06043,0.00157211,0.00157211,0.00157211
25,1374.12,0.55694,0.53849,1.07928,0.95688,0.94812,0.98666,0.87677,0.50216,0.40175,1.09237,0.00156798,0.00156798,0.00156798
26,1428.5,0.55931,0.52438,1.0669,0.88621,0.8903,0.97375,0.87737,0.47334,0.53513,1.06335,0.00156385,0.00156385,0.00156385
27,1482.57,0.55247,0.53569,1.07414,0.82086,0.82416,0.85306,0.34023,2.06257,1.17119,3.41615,0.00155973,0.00155973,0.00155973
28,1534.98,0.57109,0.54482,1.08141,0.88334,0.86993,0.96852,0.82024,0.59591,0.6337,1.19539,0.0015556,0.0015556,0.0015556
29,1588.91,0.58007,0.53356,1.09449,0.91879,0.93955,0.97749,0.86226,0.48046,0.41601,1.06657,0.00155148,0.00155148,0.00155148
30,1642.56,0.54905,0.51277,1.07214,0.94829,0.90889,0.97617,0.84315,0.5683,0.47704,1.13157,0.00154735,0.00154735,0.00154735
31,1697.14,0.56204,0.51027,1.06695,0.35241,0.70652,0.40029,0.10474,3.29286,1.51347,6.20492,0.00154323,0.00154323,0.00154323
