epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.99287,2.52777,2.85349,2.14489,0.03167,0.73077,0.08091,0.02729,1.72337,2.99889,2.12251,6e-05,6e-05,6e-05
2,11.074,2.30591,2.69276,2.11186,0.035,0.80769,0.08381,0.02601,1.82018,2.99119,2.1578,9.38e-05,9.38e-05,9.38e-05
3,12.8956,2.37765,2.7538,2.07979,0.035,0.80769,0.08381,0.02601,1.82018,2.99119,2.1578,7.48e-05,7.48e-05,7.48e-05
