epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,172.647,2.21671,3.82605,1.75554,0,0,0,0,6.77559,2.73709e+09,1.07803e+07,0.00064,0.00064,0.00064
2,346.77,2.19979,2.28276,1.6802,0,0,0,0,3.42467,7.2325e+09,1.39901e+07,0.00129678,0.00129678,0.00129678
3,503.741,2.05064,2.19934,1.65494,0.00187,0.54378,0.00178,0.00029,4.03028,1.45091e+06,5479.35,0.0019503,0.0019503,0.0019503
4,704.938,1.95048,2.07227,1.62162,6e-05,0.00922,3e-05,0,5.13144,6306.33,341.902,0.00198515,0.00198515,0.00198515
5,895.174,1.77558,1.92554,1.52857,0.03501,0.03687,0.009,0.00108,4.49858,15.4586,15.8381,0.0019802,0.0019802,0.0019802
6,1083.13,1.73431,1.77131,1.47456,0.03501,0.03687,0.009,0.00108,4.6247,41.1897,52.5477,0.00197525,0.00197525,0.00197525
7,1272.91,1.65816,1.77674,1.40992,0.00939,0.09217,0.00602,0.00135,3.79952,5.70241,4.03932,0.0019703,0.0019703,0.0019703
8,1485.76,1.62377,1.68243,1.38623,0.04161,0.03687,0.00658,0.00103,4.34565,4.50628,4.75212,0.00196535,0.00196535,0.00196535
9,1692.47,1.58395,1.59648,1.35151,0.51185,0.43779,0.37937,0.16688,1.86913,1.80936,1.63247,0.0019604,0.0019604,0.0019604
10,1888.55,1.55099,1.65495,1.34075,0.5567,0.71889,0.62737,0.26904,1.72338,1.59665,1.43445,0.00195545,0.00195545,0.00195545
11,2074.62,1.58597,1.5679,1.32787,0.59717,0.72811,0.69552,0.32989,1.59624,1.79778,1.39937,0.0019505,0.0019505,0.0019505
12,2264.43,1.54932,1.62009,1.28359,0.34287,0.36406,0.24873,0.0823,2.60347,2.2625,1.94082,0.00194555,0.00194555,0.00194555
13,2439.28,1.49931,1.50591,1.3165,0.59385,0.4977,0.52703,0.23861,1.91572,1.7353,1.52194,0.0019406,0.0019406,0.0019406
14,2601.85,1.50848,1.52974,1.30497,0.53749,0.6129,0.49969,0.2111,2.07298,1.82138,1.68185,0.00193565,0.00193565,0.00193565
15,2786.15,1.52738,1.52516,1.29212,0.67064,0.7319,0.76149,0.39455,1.4829,1.73155,1.27451,0.0019307,0.0019307,0.0019307
16,2973.99,1.4839,1.53078,1.31244,0.69442,0.73306,0.80464,0.37297,1.6178,2.10878,1.36959,0.00192575,0.00192575,0.00192575
17,3177.39,1.4646,1.5018,1.24812,0.19078,0.32719,0.18325,0.06556,2.34432,2.72587,2.80349,0.0019208,0.0019208,0.0019208
18,3373.51,1.50698,1.53013,1.27248,0.71426,0.74875,0.79073,0.39154,1.55735,1.59771,1.32493,0.00191585,0.00191585,0.00191585
19,3576.7,1.42909,1.48675,1.23618,0.54777,0.48387,0.49492,0.21284,2.08926,2.21197,1.48766,0.0019109,0.0019109,0.0019109
20,3764.81,1.36479,1.39253,1.24518,0.74161,0.7235,0.77079,0.41317,1.5487,1.39526,1.24771,0.00190595,0.00190595,0.00190595
21,3963.13,1.45696,1.48833,1.25322,0.79392,0.78115,0.8561,0.42879,1.55637,1.41137,1.26205,0.001901,0.001901,0.001901
22,4139.73,1.39866,1.43685,1.23523,0.74586,0.78341,0.82806,0.41659,1.55898,1.32637,1.28035,0.00189605,0.00189605,0.00189605
23,4323.81,1.43123,1.46909,1.25463,0.53104,0.35023,0.31562,0.0916,2.99396,2.53624,3.1845,0.0018911,0.0018911,0.0018911
24,4505.16,1.39242,1.35676,1.21121,0.72762,0.62212,0.76201,0.3867,1.57326,1.39033,1.36917,0.00188615,0.00188615,0.00188615
25,4690.59,1.41267,1.34441,1.24839,0.79995,0.7235,0.8479,0.47776,1.43317,1.27886,1.25131,0.0018812,0.0018812,0.0018812
26,4885.76,1.41242,1.4128,1.22013,0.72437,0.73272,0.76399,0.39793,1.49437,1.4462,1.24957,0.00187625,0.00187625,0.00187625
27,5088.5,1.45242,1.40339,1.25416,0.72437,0.73272,0.76399,0.39793,5.99949,348.89,5.70329,0.0018713,0.0018713,0.0018713
28,5271.75,1.38641,1.32611,1.20914,0.75541,0.80184,0.82125,0.45875,1.42824,1.20399,1.21628,0.00186635,0.00186635,0.00186635
29,5466.3,1.41889,1.32612,1.22083,0.78816,0.82028,0.87617,0.48681,1.46493,1.23999,1.22157,0.0018614,0.0018614,0.0018614
30,5644.44,1.39413,1.31811,1.20789,0.66877,0.38249,0.44743,0.19388,2.38541,2.7446,1.86712,0.00185645,0.00185645,0.00185645
31,5828.78,1.39066,1.31396,1.2115,0.06592,0.2212,0.0406,0.00917,3.32914,3.72038,3.33282,0.0018515,0.0018515,0.0018515
32,6032.89,1.3903,1.36634,1.19079,0.3557,0.16129,0.12322,0.06697,1.87429,2.19678,1.5893,0.00184655,0.00184655,0.00184655
33,6257.4,1.35961,1.29399,1.21072,0.35664,0.20737,0.14357,0.04094,2.68843,3.33836,2.29789,0.0018416,0.0018416,0.0018416
34,6447.86,1.37886,1.29262,1.19013,0.7558,0.84332,0.86665,0.46792,1.50504,1.34289,1.17157,0.00183665,0.00183665,0.00183665
35,6637.93,1.34806,1.28757,1.18899,0.76697,0.75835,0.83467,0.48968,1.37571,1.19644,1.22311,0.0018317,0.0018317,0.0018317
36,6816.48,1.35718,1.29577,1.20743,0.75802,0.84793,0.87156,0.47588,1.40982,1.20255,1.2254,0.00182675,0.00182675,0.00182675
37,7000.43,1.34603,1.28485,1.1952,0.83063,0.84793,0.90594,0.49395,1.40052,1.15524,1.17669,0.0018218,0.0018218,0.0018218
