epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,47.8103,1.55344,1.37377,2.49684,0.67977,0.66393,0.74139,0.51369,1.69105,1.23302,2.37835,0.0003333,0.0003333,0.0003333
2,91.8572,1.63997,1.52877,2.51128,0.47492,0.6575,0.59095,0.43284,1.6875,1.40677,2.42275,0.000674355,0.000674355,0.000674355
3,132.113,1.74235,1.6333,2.60883,0.62936,0.67272,0.67511,0.47032,1.92925,1.7815,2.61822,0.001012,0.001012,0.001012
4,172.87,1.76801,1.68124,2.62021,0.54238,0.38097,0.45878,0.31567,2.26055,2.96194,2.94484,0.0010945,0.0010945,0.0010945
5,214.643,1.79878,1.68178,2.64491,0.48766,0.62026,0.52461,0.35425,1.96538,1.72391,2.63454,0.001089,0.001089,0.001089
6,258.717,1.84737,1.75255,2.64258,0.55782,0.58889,0.59214,0.44049,1.78173,1.85578,2.40718,0.0010835,0.0010835,0.0010835
7,304.176,1.85154,1.65622,2.63379,0.58678,0.73772,0.66869,0.46146,1.93116,1.57233,2.66541,0.001078,0.001078,0.001078
8,347.056,1.88084,1.71465,2.70729,0.59824,0.55673,0.62318,0.41249,2.13084,1.71193,2.8548,0.0010725,0.0010725,0.0010725
9,390.622,1.8214,1.70166,2.65404,0.47895,0.66962,0.62278,0.401,1.8291,1.74996,2.51578,0.001067,0.001067,0.001067
10,435.583,1.84791,1.74945,2.63893,0.45196,0.56329,0.48727,0.33558,2.11287,1.84002,2.78123,0.0010615,0.0010615,0.0010615
11,478.913,1.76836,1.65573,2.60241,0.68769,0.64797,0.69016,0.49771,1.66847,1.28921,2.48421,0.00105601,0.00105601,0.00105601
12,524.157,1.81439,1.66407,2.60611,0.45019,0.69899,0.563,0.39577,1.90037,2.08724,2.54544,0.00105051,0.00105051,0.00105051
13,564.819,1.7805,1.70921,2.60593,0.60091,0.6087,0.64554,0.46352,1.87066,1.3888,2.49411,0.00104501,0.00104501,0.00104501
14,611.532,1.76937,1.64419,2.62593,0.21515,0.28201,0.20821,0.11313,3.15779,3.83052,3.87494,0.00103951,0.00103951,0.00103951
15,663.303,1.83697,1.72854,2.66945,0.48401,0.77865,0.63166,0.44267,1.83311,1.45188,2.44618,0.00103401,0.00103401,0.00103401
16,712.926,1.73425,1.67236,2.58261,0.43015,0.48423,0.54125,0.38436,1.89114,2.03846,2.63171,0.00102851,0.00102851,0.00102851
17,759.637,1.83851,1.73862,2.67167,0.46186,0.6906,0.57016,0.41312,1.74036,1.57773,2.54626,0.00102301,0.00102301,0.00102301
18,808.21,1.78398,1.68947,2.62203,0.60891,0.60698,0.56685,0.41305,2.02557,1.80211,2.63569,0.00101751,0.00101751,0.00101751
